"","Cód Mun. (IBGE)","Município","UF","Região","População","Ano (população IBGE)","IDHM","IDHM (Renda)","IDHM (Educação)"
"1855","3520707","Indiaporã","SP","Sudeste","4035","2022","0.751","0.714","0.71"
"1856","3520806","Inúbia Paulista","SP","Sudeste","3615","2022","0.759","0.688","0.75"
"1857","3520905","Ipaussu","SP","Sudeste","13712","2022","0.727","0.713","0.65"
"1858","3521002","Iperó","SP","Sudeste","36459","2022","0.719","0.68","0.672"
"1859","3521101","Ipeúna","SP","Sudeste","6831","2022","0.753","0.737","0.685"
"1860","3521150","Ipiguá","SP","Sudeste","6761","2022","0.73","0.696","0.666"
"1861","3521200","Iporanga","SP","Sudeste","4046","2022","0.703","0.637","0.668"
"1862","3521309","Ipuã","SP","Sudeste","14454","2022","0.749","0.759","0.654"
"1863","3521507","Irapuã","SP","Sudeste","6867","2022","0.713","0.688","0.624"
"1864","3521606","Irapuru","SP","Sudeste","5938","2022","0.712","0.691","0.622"
"1865","3522000","Itaju","SP","Sudeste","3618","2022","0.705","0.696","0.613"
"1866","3522158","Itaoca","SP","Sudeste","3421","2022","0.68","0.627","0.637"
"1867","3522653","Itapirapuã Paulista","SP","Sudeste","4306","2022","0.661","0.595","0.594"
"1868","3522901","Itapuí","SP","Sudeste","13659","2022","0.725","0.716","0.633"
"1869","3523008","Itapura","SP","Sudeste","3979","2022","0.72","0.682","0.673"
"1870","3523305","Itariri","SP","Sudeste","15528","2022","0.677","0.642","0.577"
"1871","3523701","Itirapuã","SP","Sudeste","5779","2022","0.707","0.673","0.636"
"1872","3523800","Itobi","SP","Sudeste","8046","2022","0.717","0.697","0.646"
"1873","3524204","Jaborandi","SP","Sudeste","6221","2022","0.711","0.679","0.627"
"1874","3524501","Jaci","SP","Sudeste","7613","2022","0.723","0.7","0.659"
"1875","3524907","Jambeiro","SP","Sudeste","6397","2022","0.756","0.727","0.69"
"1876","3525409","Jeriquara","SP","Sudeste","3863","2022","0.703","0.68","0.628"
"1877","3525508","Joanópolis","SP","Sudeste","12815","2022","0.699","0.707","0.585"
"1878","3525607","João Ramalho","SP","Sudeste","4371","2022","0.741","0.701","0.71"
"1879","3525805","Júlio Mesquita","SP","Sudeste","4254","2022","0.716","0.659","0.686"
"1880","3525854","Jumirim","SP","Sudeste","3059","2022","0.741","0.721","0.655"
"1881","3526209","Juquitiba","SP","Sudeste","27404","2022","0.709","0.68","0.662"
"1882","3526308","Lagoinha","SP","Sudeste","5083","2022","0.693","0.686","0.609"
"1883","3526506","Lavínia","SP","Sudeste","9689","2022","0.721","0.698","0.655"
"1884","3526605","Lavrinhas","SP","Sudeste","7171","2022","0.729","0.665","0.707"
"1885","3527009","Lindóia","SP","Sudeste","7010","2022","0.742","0.722","0.654"
"1886","3527256","Lourdes","SP","Sudeste","1950","2022","0.742","0.697","0.717"
"1887","3527504","Lucianópolis","SP","Sudeste","2372","2022","0.733","0.736","0.662"
"1888","3527603","Luís Antônio","SP","Sudeste","12265","2022","0.731","0.709","0.671"
"1889","3527702","Luiziânia","SP","Sudeste","4701","2022","0.702","0.682","0.623"
"1890","3527801","Lupércio","SP","Sudeste","3981","2022","0.724","0.679","0.674"
"1891","3527900","Lutécia","SP","Sudeste","2666","2022","0.72","0.67","0.659"
"1892","3528106","Macaubal","SP","Sudeste","7481","2022","0.743","0.72","0.676"
"1893","3528205","Macedônia","SP","Sudeste","3963","2022","0.74","0.705","0.675"
"1894","3528304","Magda","SP","Sudeste","3165","2022","0.753","0.724","0.717"
